stu_id	sch_id	byses	bygrads	par_inv	f1locus2	f1s64a	f1s64b	f1s64c	f1s64d	f1s64e	f1s64f	f1s64g	f1s64h	f1s64i	f1s64j	f1s64k	f1s64l	optimism	Opt_Res	Loc_Res
2480587	24805	1.68	2.8	1.20488762258364	.07	5	5	5	5	4	5	4	1	4	5	3	4	4.18181818181818	-.177538354101865	-.197379312938883
2482037	24820	-.234	2.8	-.351657638089432	.32	4	1	4	4	4	4	4	4	4	4	4	5	3.72727272727273	-.314933211684404	.361410720633767
2482063	24820	-1.207	2.5	.684514078341117	-.84	5	2	4	4	5	5	4	3	4	4	4	5	4	-.127836639773225	-.800955161759222
2482070	24820	-1.206	3.3	-.0596757796360947	-.41	5	3	4	4	3	3	3	3	3	3	4	4	3.45454545454545	-.682807599517501	-.405628966928671
2485857	24858	.905	3	-.290590424158511	-.14	5	5	5	5	5	5	5	5	5	5	4	4	4.90909090909091	.785620291236366	-.215413543307821
2497052	24970	-.236	3.5	.0996897340233823	.07	4	3	4	4	4	4	3	4	3	4	4	4	3.72727272727273	-.501466145488242	-.041422934636473
2499180	24991	-1.131	4	.778568164514324	.49	5	5	5	5	5	5	5	5	5	5	5	5	5	.610911292934839	.293026310961602
2500842	25008	.235	3.5	.753540250470827	.51	5	5	5	5	5	5	5	5	4	4	5	4	4.81818181818182	.467600649986247	.29245096423618
2501626	25016	-.142	2.5	1.07267212974534	.32	5	5	4	4	4	4	5	4	4	5	5	5	4.45454545454545	.227533628107597	.240415956811742
2501809	25018	-1.764	2	-.331780615824	-1.07	4	2	4	4	4	4	4	4	4	4	4	4	3.81818181818182	-.0451089146289344	-.805012346426445
2506403	25064	1.304	3	.76774600056472	1.43	5	5	5	5	5	5	5	4	5	3	1	1	4.36363636363636	.0553687013592329	1.2085450635541
2506407	25064	.812	3.5	.359578559667092	-1.3	5	5	5	5	5	4	4	4	4	4	5	5	4.54545454545455	.238865902200975	-1.5145727879066
2507135	25071	-.183	2.8	.269537164614877	.08	4	4	4	3	4	4	3	3	3	3	3	4	3.45454545454545	-.689866513541543	.0486663322615382
2508812	25088	.788	4	.650596885231367	.97	5	5	5	5	4	4	4	4	4	5	3	3	4.36363636363636	-.070344877497542	.651350423649987
2508818	25088	-.008	2.8	-1.36422849909267	-1.31	5	4	3	4	2	4	3	1	3	5	1	5	3.18181818181818	-.704353786030498	-1.17190818958897
2510192	25101	.438	3.3	.12242996203963	-1.71	5	3	3	3	5	3	4	5	2	4	3	4	3.63636363636364	-.586630139105729	-1.84233551590756
2510755	25107	.03	4	.0670340202802471	.28	5	5	5	5	5	5	5	5	5	5	5	5	5	.686303019711213	.0799817278361344
2514241	25142	-1.541	2.8	-1.3147245480845	.36	5	3	4	5	5	5	5	5	5	5	4	5	4.63636363636364	.794581416765463	.60116089526145
2517305	25173	-.106	3.3	.883633636531458	-.59	5	5	5	5	5	5	5	5	5	5	5	3	5	.67249348303023	-.768519086125496
2517373	25173	-.287	3.3	.00367912032207605	-.61	4	3	4	4	4	4	4	3	4	4	4	4	3.81818181818182	-.360827457676245	-.677770013268874
2517379	25173	-.506	2.5	-.252097858994262	.54	5	4	3	4	5	5	5	4	5	5	5	4	4.54545454545455	.545132562669824	.633629536733859
2517390	25173	-.388	3	-.942153254578706	-.63	5	4	4	4	3	4	4	3	4	4	3	4	3.81818181818182	-.155721673822106	-.541321951673908
2517808	25178	.438	2	.233166706228302	.78	5	5	5	5	5	5	5	5	5	5	5	5	5	.970081715962632	.826153356756425
2517810	25178	-.678	2.8	.686801764368366	1.18	5	5	4	4	4	3	4	3	3	4	4	4	3.90909090909091	-.285884899054901	1.13728888225962
2517835	25178	-.499	3	.103073320167672	-.9	5	5	3	3	3	3	3	5	3	3	3	3	3.54545454545455	-.593694711725854	-.919782411245826
2517883	25178	.211	4	.83110090052289	.07	5	5	4	4	4	4	4	4	4	4	3	2	4.09090909090909	-.352543166897008	-.227870317520978
2520881	25208	-.5	2.8	.812485357624074	-.18	5	5	5	5	5	3	4	3	4	5	5	5	4.45454545454545	.23315963824317	-.249305597245444
2522447	25224	-.461	2.8	-.60972230343302	-.13	3	3	4	3	4	5	4	3	4	5	3	3	3.72727272727273	-.265439082623152	-.0437916928119801
2522719	25227	-.362	2.8	-.063224945029959	-.49	5	3	3	3	4	4	5	4	3	4	4	4	3.81818181818182	-.266296126353948	-.471622784894125
2524209	25242	.513	3.3	.912045136719244	.5	5	5	5	5	4	5	5	4	4	5	4	4	4.63636363636364	.283105708930661	.274476892268892
2525613	25256	.122	3.8	.359876506144644	.07	5	5	4	5	4	4	4	3	3	4	4	4	4.09090909090909	-.240833219126645	-.13976876313125
2526745	25267	1.099	3.3	.0329512479209222	.29	4	4	4	4	5	4	5	4	4	5	3	3	4.18181818181818	-.0492966740165384	.120805606205321
2526789	25267	1.043	4	.902990278403416	.07	5	5	5	5	5	5	5	5	5	5	3	4	4.81818181818182	.334666635494169	-.294799178196574
2527009	25270	.438	2.5	-.51016252433785	-.14	5	5	4	5	4	4	4	3	4	5	3	3	4.18181818181818	.190967190425242	-.0845117082092588
2527053	25270	.161	2.5	.721016903955669	.01	5	2	4	4	4	1	4	4	2	5	5	1	3.63636363636364	-.544132755493333	-.0519093475879472
2528009	25280	.408	4	.296521606186473	-.31	5	5	5	5	5	5	5	5	5	5	5	5	5	.636269559395257	-.56233047250734
2528043	25280	-1.569	4	-.221564252028801	.07	5	3	3	4	3	4	3	3	4	5	3	3	3.63636363636364	-.576008122113384	.0153525008290844
2528063	25280	-.683	2.3	-.284919151986972	1.2	4	2	5	4	4	5	5	4	5	5	4	5	4.27272727272727	.316222077790245	1.33917442381965
2531346	25313	-.451	4	.512710120221523	.28	5	5	5	5	5	5	5	5	5	5	5	4	5	.63066582067513	.0644508053796832
2531397	25313	-.707	2.5	-.969303275399877	.31	5	5	5	5	5	3	2	5	5	5	5	5	4.54545454545455	.66799272747511	.497682960332602
2532144	25321	-.067	2.5	.41808051432475	.48	5	5	4	4	4	4	4	4	4	3	4	4	4.09090909090909	-.0328020998682266	.467952798889383
2532148	25321	-.392	2.5	-1.16968431295683	1.43	3	3	5	5	5	5	5	5	5	5	5	5	4.63636363636364	.780542245144305	1.61767256361167
2532854	25328	-.156	2.5	.493353478349564	.04	5	5	5	5	4	4	4	3	3	3	4	5	4.09090909090909	-.0419337479652385	.0258793750558814
2535481	25354	-.941	2.3	-.218180665884512	-.36	4	5	5	4	4	5	5	4	3	3	4	5	4.18181818181818	.223337762829923	-.209979383062472
2536425	25364	-.315	3.3	-1.05041309084581	.76	5	5	4	4	5	4	4	5	5	5	3	5	4.45454545454545	.446966566694923	.811522096957527
2536606	25366	.881	3.5	.883633636531458	.29	5	5	5	5	5	5	5	4	4	5	4	5	4.72727272727273	.33357279219328	.0122185213233906
2536628	25366	.98	4	.163044633981553	.07	5	5	5	5	5	5	5	5	5	5	3	3	4.81818181818182	.456487824219683	-.207989190565355
2537422	25374	-.618	3.5	-1.26357281988046	-.22	5	4	5	5	5	5	5	5	4	5	4	5	4.72727272727273	.732064134868204	-.152650660474768
2539475	25394	-1.034	2.5	-1.1389851267418	.97	4	4	4	3	4	4	4	4	4	5	4	4	4	.161156433034844	1.1997272409049
2540052	25400	-.547	3.8	.623446864410196	-.14	4	4	3	3	3	3	3	3	3	4	4	3	3.36363636363636	-.987866461985279	-.331717763987266
2540213	25402	-1.22	2.5	-1.7378259992591	.97	5	1	5	4	3	4	3	3	2	4	5	4	3.54545454545455	-.190184077958135	1.2795455739098
2540242	25402	-1.106	3.3	-.453339523962277	-.14	4	3	3	4	3	3	3	3	3	3	3	5	3.18181818181818	-.895287341782292	-.0989012294154563
2544147	25441	-.298	3	-.947304146356771	-.59	5	5	5	5	5	5	5	4	5	5	5	5	4.90909090909091	.932944372870357	-.507123175563517
2544153	25441	.621	2.5	.601447735367089	1.43	5	5	3	4	4	5	4	3	3	5	5	5	4.18181818181818	.00493699570316026	1.34881681143613
2545063	25450	-1.171	2.5	.0200069771936437	1.23	4	4	5	5	5	5	5	5	5	5	5	5	4.81818181818182	.796582364352483	1.3404474323313
2545441	25454	-.535	3.8	.914167243496918	-.35	4	3	3	3	4	4	4	4	3	4	4	4	3.63636363636364	-.762566175213136	-.5749216935265
2545651	25456	-.142	3.5	-.483873130927738	-.11	5	4	5	5	5	5	3	4	4	5	4	5	4.45454545454545	.316970677561808	-.163136536031674
2545665	25456	-.707	3.8	.847428757394458	1.22	5	5	5	5	5	5	5	5	5	5	5	5	5	.617742209398346	1.01468787556217
2545684	25456	.225	3.3	.592913257444735	.09	5	4	5	5	5	4	4	5	5	5	5	5	4.72727272727273	.435469937316475	-.079608938997533
2552014	25520	1.152	1.6	.570914128401629	.26	4	4	3	4	4	4	4	2	4	4	4	4	3.72727272727273	-.316753096420566	.276706617100304
2552041	25520	.438	3	.973112350650166	.73	5	5	5	5	5	5	4	3	3	5	5	5	4.54545454545455	.233572612435345	.547026521505298
2553016	25530	.651	3.5	.334848592101147	.53	5	5	5	5	5	5	5	5	5	5	4	4	4.90909090909091	.612004481650366	.329582591231158
2553623	25536	-1.475	1.6	-1.49873167795823	-.81	5	3	5	3	5	5	5	3	5	5	5	5	4.45454545454545	.835020911503029	-.376900962213578
2553639	25536	-1.533	3.3	-.938769668434417	-.35	5	5	5	5	5	4	4	4	4	5	5	4	4.63636363636364	.652358713414074	-.224634878818802
2553679	25536	-.271	2.5	-.716909882227828	.29	5	5	5	5	5	5	5	5	5	4	5	3	4.90909090909091	.975908823410697	.418713607417704
2554542	25545	.562	4	.191456134169339	.97	5	5	5	5	5	5	5	5	8	8	8	8	5	.647997801179476	.718454753894595
2554575	25545	.011	3	.623446864410196	.05	4	4	3	3	3	3	3	4	3	3	3	4	3.27272727272727	-.968010640779001	-.0638162507658608
2554591	25545	-.315	1.8	.715213264556153	.07	5	5	5	5	5	4	4	4	4	4	4	4	4.45454545454545	.404863668794433	.145195634189942
2557268	25572	.471	3.8	.49850437012763	-.64	5	5	5	5	5	5	5	5	5	5	4	4	4.90909090909091	.543000634559309	-.889915276046001
2557278	25572	0	3.3	.617775592238657	-.14	5	5	5	5	5	5	4	4	4	4	4	5	4.54545454545455	.257321071188582	-.29643969052937
2561569	25615	-.003	4	1.04213852277988	1.43	5	5	5	4	5	5	5	4	4	4	4	4	4.54545454545455	.0751863831006275	1.1238005550238
2564233	25642	-.86	3.3	.357588820117395	-.35	4	4	4	4	4	4	4	4	4	4	3	4	3.90909090909091	-.307570185526183	-.416572221618278
2564237	25642	-2.414	2.5	-1.00550815453688	-.12	3	3	3	4	3	4	2	3	4	3	4	4	3.27272727272727	-.54053643410258	.192614460969637
2564295	25642	-.295	3	-.122170052183206	-.47	5	4	4	4	4	4	4	4	3	4	5	4	4.09090909090909	-.0187850464423625	-.479164065501427
2564513	25645	-.442	3	.720884536727691	-.15	5	4	3	3	3	4	3	3	4	4	4	3	3.63636363636364	-.604649510021037	-.242575207578772
2566676	25666	1.033	4	.991727893548982	.56	5	5	4	4	4	4	4	2	4	5	3	3	4	-.497524514833585	.186033568474123
2570238	25702	-.119	3.3	.166428220125842	-.16	5	4	4	4	4	4	4	4	4	4	4	4	4.09090909090909	-.120162837584908	-.257781205072872
2571620	25716	.095	3.8	.0363348340652112	-1.04	5	4	4	4	4	4	4	4	4	4	4	4	4.09090909090909	-.187585520498134	-1.21184977203315
2571674	25716	.72	2.8	.778568164514324	.07	5	5	4	4	4	3	4	4	4	4	4	3	4.09090909090909	-.166689345845394	-.0819403561305706
2572480	25724	-.734	4	-.0914708659681702	-.63	5	4	3	4	3	3	4	3	3	5	3	3	3.63636363636364	-.625586643924273	-.758266311983793
2574023	25740	.419	3.3	-1.30831217693982	.07	5	5	5	5	5	5	5	5	4	4	3	4	4.63636363636364	.645406467024245	.0982361691867608
2574569	25745	-.144	3	.592913257444735	.31	5	5	4	4	5	4	4	2	3	5	4	4	4.09090909090909	-.13959308300102	.210560045892906
2574580	25745	.974	4	.512710120221523	.72	5	5	4	4	4	4	5	4	4	4	4	5	4.27272727272727	-.145311408031411	.403521825974259
2577504	25775	-.714	3.3	-.640255910398481	-.41	4	1	4	4	4	3	4	3	3	5	4	4	3.54545454545455	-.514819878239752	-.375863800924248
2577565	25775	.11	3.8	.784073857436287	.72	5	5	5	5	5	5	5	4	4	5	4	4	4.72727272727273	.327337113210672	.463872635412673
2577954	25779	.956	4	.66480263532526	.07	5	5	5	3	5	5	5	3	5	5	5	5	4.63636363636364	.194342961544013	-.262129516566245
2579379	25793	.299	4	1.49348589489269	-.11	5	5	5	4	3	3	3	3	3	4	3	3	3.72727272727273	-.826311664195183	-.487819336208977
2582509	25825	-.903	3	-.0394585103530765	.53	5	5	5	5	5	4	5	5	4	5	4	4	4.72727272727273	.624982627640424	.55469407495154
2582511	25825	1.002	3.3	1.17223190884051	.53	5	5	5	5	5	5	5	5	5	5	5	5	5	.587949952589693	.240886371680195
2582590	25825	.25	4	.296521606186473	.54	5	5	5	4	4	4	4	3	4	3	4	3	4.09090909090909	-.267421131291061	.298860249419717
2583464	25834	-.171	3	.363260092288934	-.37	5	4	3	4	3	4	5	3	3	5	4	5	3.90909090909091	-.283347713869739	-.44196972784556
2583534	25835	1.304	3.8	1.17223190884051	.75	5	5	3	4	4	4	4	4	4	4	3	3	4	-.503519839803854	.366107025321673
2583692	25836	-1.464	4	-.445546145013064	1.43	5	5	5	5	5	5	4	5	5	5	5	5	4.90909090909091	.729353938456258	1.39284236574793
2587354	25873	-1.663	2	.0526626909367789	.61	3	2	2	2	1	1	1	1	2	2	2	1	1.72727272727273	-2.20164425599437	.825049751855619
2587356	25873	-.168	3.5	1.07267212974534	.07	5	2	3	4	4	4	5	2	5	5	5	5	4	-.388418894801581	-.15452150290501
2587725	25877	.811	3.5	.809101771479784	.07	5	5	5	5	5	5	4	5	5	5	4	4	4.81818181818182	.438928073741946	-.194528981779296
2589452	25894	-1.417	3	.455026492434891	.1	5	4	4	4	4	4	3	4	4	5	5	5	4.18181818181818	.0171251420320186	.106068557657539
2597552	25975	-.826	2.4	-1.3574613268041	-1.51	4	4	4	4	4	3	3	3	4	4	4	5	3.72727272727273	-.0671172860847637	-1.25601293800078
2598398	25983	-.004	4	1.07479423652301	1.2	5	5	5	5	5	5	5	5	5	5	4	4	4.90909090909091	.433575669978667	.890237158289511
2599004	25990	.483	3	-.609556724183445	-.37	4	3	4	5	5	5	5	5	5	5	4	5	4.54545454545455	.487992218786279	-.380026936303518
2599005	25990	.104	3	.0442937922639991	-.34	5	4	5	5	5	5	5	5	5	5	5	5	4.90909090909091	.758838094860841	-.395949786557454
2599514	25995	.121	2.8	.393793699254394	-.49	3	3	3	4	3	3	3	3	3	4	3	5	3.18181818181818	-.993079506216044	-.556693577814053
2599516	25995	-.341	2.8	-.831416510390033	.07	4	4	4	4	4	4	4	4	3	5	3	3	3.90909090909091	-.0518687686519182	.172381167341616
2599556	25995	-.518	2.8	.290850334014935	-.64	5	3	4	3	4	4	4	3	4	5	4	4	3.90909090909091	-.227318107715406	-.649978427009565
2618883	26188	1.281	3.5	1.2966540227296	.3	5	5	4	3	4	4	3	5	5	5	3	3	4.18181818181818	-.292349041336748	-.0520770758912462
2633852	26338	.983	4	.551037106136197	-.14	4	4	3	4	4	4	3	4	3	4	4	4	3.72727272727273	-.69727200445669	-.461380994918532
2637361	26373	1.495	3.3	.914167243496918	.3	5	5	3	3	4	4	4	3	3	4	3	3	3.72727272727273	-.659891781274465	.00468826337696977
2637379	26373	.65	4	.648474778453693	.53	5	5	4	4	5	4	5	4	4	4	3	3	4.27272727272727	-.156194123580232	.221360765792311
2646151	26461	-.067	3.3	1.3328589018666	-.14	5	5	4	5	4	4	3	4	3	3	5	3	4.09090909090909	-.310581485661094	-.371275215969856
2677761	26777	.91	3.3	.130223340988843	.51	5	5	5	5	5	5	5	5	5	5	4	3	4.90909090909091	.668704448993572	.343366655105748
2679200	26792	1.019	2.5	.753540250470827	-.19	5	5	4	3	4	3	3	2	4	4	3	3	3.63636363636364	-.57871784037125	-.316298710355357
2906179	29061	1.628	4	1.23329912277143	.74	5	5	5	5	5	5	5	5	4	5	4	5	4.81818181818182	.261252856440943	.29700705486459
2921925	29219	.119	1.9	.132511027016092	-.82	3	3	3	3	3	3	3	2	4	8	6	5	3	-.986507169545621	-.725372943072802
2935790	29357	.095	2.5	.233166706228302	.28	5	5	5	5	5	5	4	5	5	5	4	4	4.81818181818182	.718838937136735	.277057653707727
2936969	29369	-.214	1.8	.177250384075446	.04	4	4	3	4	4	5	4	4	4	5	5	5	4.18181818181818	.215686570138848	.167911461347672
2936993	29369	-.379	2.5	-.678582896313154	.77	5	1	3	3	4	5	5	4	5	5	4	5	4	.0643107592562514	.902097586939253
2936994	29369	.568	2.3	-.129963431132419	.1	5	5	3	5	4	4	4	3	4	5	3	3	4.09090909090909	.0665862088556224	.133324525580982
2939416	29394	.678	4	1.17223190884051	.07	5	5	5	5	5	5	5	5	5	5	5	4	5	.485416819849795	-.298910845277897
2939446	29394	.927	4	1.2966540227296	.99	5	5	5	4	4	5	5	4	4	5	3	3	4.45454545454545	-.0886704010447195	.589606321953711
2939461	29394	1.456	3.5	.2581946202718	.5	5	5	4	4	4	3	4	4	4	5	3	3	4.09090909090909	-.221294220330356	.251097320700483
2954570	29545	.647	4	.455026492434891	.3	5	5	4	4	4	4	3	3	4	4	3	3	3.90909090909091	-.48844246782857	.0131019281461643
2993133	29931	.662	3.5	.493353478349564	1.2	5	5	4	5	5	5	5	4	5	5	3	4	4.63636363636364	.313266992837767	.981163628589531
2998056	29980	-.43	2.8	.233166706228302	.07	5	1	5	5	5	5	5	5	5	5	5	5	4.63636363636364	.506275805435098	.0602083232653228
2999933	29999	1.306	2.3	.229783120084013	.06	4	5	4	4	5	4	4	4	4	4	4	2	4.18181818181818	.0740913730940416	.00101807839869142
3436969	34369	.769	3	-.221729831278376	.48	5	5	5	5	5	5	5	5	4	5	5	5	4.90909090909091	.779132079918693	.406555545331238
3436978	34369	-.104	2.8	.781951750658613	-.24	5	5	5	3	5	4	4	3	4	2	5	5	4.09090909090909	-.139073393018104	-.333955172623442
3436990	34369	1.306	3.8	.623446864410196	-.16	5	5	5	5	5	5	5	5	4	5	3	3	4.72727272727273	.312436960488379	-.482960850891303
3447931	34479	.958	3.3	-.353779744867107	.74	5	5	5	5	5	5	5	5	5	5	5	5	5	.836248515248382	.623831196537726
4503358	45033	.128	2.5	-2.05907998531129	.25	5	4	3	4	5	5	5	3	3	3	3	3	3.90909090909091	.179334436020941	.49982235884519
4503604	45036	.996	3.8	.607742470158779	1.23	5	5	5	5	5	5	5	5	5	5	5	5	5	.598299396433628	.930743356306509
4505740	45057	.484	3.7	1.3328589018666	-.38	5	4	4	4	4	4	3	3	3	4	4	4	3.81818181818182	-.667059450368904	-.709012676374596
4505755	45057	.784	2	.521764978537351	.28	4	3	5	5	4	3	3	5	3	4	5	5	4	-.088417723184876	.26952925828628
4506470	45064	-.641	3	-.19103064506334	-.6	4	3	3	3	3	4	4	4	4	5	4	4	3.72727272727273	-.3594591147673	-.576994369527564
4506491	45064	.215	2.8	.609241114316302	.07	5	4	4	4	5	3	4	4	4	4	4	5	4.09090909090909	-.122044684800771	-.0273282920420045
4507815	45078	.06	4	.556708378307735	.74	5	5	5	5	5	4	5	5	5	5	4	4	4.81818181818182	.424266743705079	.48336150217578
4507879	45078	.832	4	-.097142138139709	.07	5	5	4	4	4	4	4	4	4	4	3	3	4.09090909090909	-.223647684822331	-.168550797679991
4511041	45110	.091	3.8	.196961827091303	.53	5	5	4	4	4	4	4	4	3	4	5	3	4.18181818181818	-.122517165083666	.340557508340113
4511047	45110	-.414	3.3	.592913257444735	.95	5	5	5	5	5	5	4	4	5	5	5	5	4.81818181818182	.548219152026412	.825649740188478
4511068	45110	.058	3.8	-1.06800242708399	.32	5	3	4	5	5	5	5	5	5	5	4	5	4.63636363636364	.537732916513975	.273671509379809
4511075	45110	-.728	1.9	-1.57364984083915	-.15	3	2	3	3	3	3	3	3	3	3	3	3	2.90909090909091	-.772537596901595	.194494885942365
4512723	45127	.772	4	.520503499170736	.71	5	5	4	4	4	4	5	4	4	4	3	3	4.18181818181818	-.230576808855217	.406961633562483
4512756	45127	-1.381	2.8	.302192878358012	-.37	4	4	4	4	4	4	4	4	4	4	4	4	4	-.108747263640919	-.320116721772192
4513286	45132	-1.131	3	.455026492434891	.76	5	5	5	5	4	5	4	4	4	5	4	3	4.54545454545455	.370986426784123	.745811934422485
4516935	45169	-1.321	1.9	-.842238674339637	-.2	5	4	3	3	3	3	3	3	3	4	4	4	3.45454545454545	-.325102839145543	.105097436645297
4516944	45169	.324	3.3	.388288006332431	-.35	5	5	5	5	5	5	5	5	3	5	5	5	4.81818181818182	.556088428788626	-.503848292671936
4519017	45190	.401	2.5	.247372456322196	-.81	5	5	5	5	5	5	3	2	4	4	4	5	4.27272727272727	.160628311541828	-.836196461356189
4519038	45190	.388	3.5	.556708378307735	.31	4	4	4	4	4	4	4	4	4	4	3	4	3.90909090909091	-.414886889415654	.103519615534009
4519068	45190	1.176	3.5	1.36339250883206	.07	5	5	5	5	5	5	5	5	5	5	3	3	4.81818181818182	.336810045558553	-.282067467930577
4519090	45190	-.879	2.5	.861634507488351	-1.54	5	5	5	5	5	5	5	5	5	5	5	5	5	.832307924330001	-1.54389810210878
4519703	45197	-.668	2.5	1.07267212974534	-.14	5	4	4	4	5	4	5	3	5	5	5	5	4.45454545454545	.245511570391236	-.182328855000712
4519753	45197	-.36	3.3	-.0304036520372486	-.42	5	4	3	5	4	3	3	2	4	4	3	3	3.63636363636364	-.534638555027374	-.478806576311367
4519764	45197	-.41	1.5	.235454392255552	-.16	5	5	5	4	5	4	4	3	4	4	4	3	4.27272727272727	.352570318590183	.0193498439261478
4521692	45216	.073	2.8	-1.21957456179425	-.14	4	3	3	3	4	3	4	4	4	4	4	4	3.63636363636364	-.275971000413232	-.0237436077490835
4522211	45222	-1.417	3.5	-.778142675408325	.41	5	5	5	5	5	5	4	4	5	4	4	5	4.63636363636364	.58995740384003	.479917324894227
4522393	45223	.528	3.8	.489969892205275	.07	5	5	5	4	4	4	4	4	3	4	3	3	4.09090909090909	-.275749122611143	-.183002641091547
4526859	45268	.633	3.8	1.20276551580597	.52	5	5	5	5	5	5	5	5	5	5	5	5	5	.514475942132846	.180234123041068
4527023	45270	1.174	4	.883633636531458	1.2	5	5	4	5	5	5	5	5	4	5	5	5	4.81818181818182	.3333196980863	.828076621150587
4530154	45301	.955	3.5	-.424067396363431	.95	5	5	3	4	5	5	4	3	5	5	3	3	4.27272727272727	.0879864734596573	.812510131945866
4530163	45301	.321	3.3	-.16049703809788	1.2	5	4	4	4	4	5	3	4	4	4	4	5	4.09090909090909	-.0823293324771088	1.10743796788493
4530187	45301	-.494	2.5	.363260092288934	.97	5	3	4	4	5	4	4	4	5	3	5	3	4.18181818181818	.0815671017985262	.994296992946305
4531893	45318	.343	4	.520503499170736	.56	5	5	5	5	5	5	5	5	5	5	5	5	5	.602267627652992	.287346568415064
4532087	45320	.123	2	.359876506144644	.07	4	4	4	4	4	3	3	3	3	3	3	3	3.45454545454545	-.585098752670198	.124362557170671
4533829	45338	-1.904	3	-.542818238080985	.95	5	5	5	5	5	5	5	5	5	5	5	5	5	1.01332868335249	1.10161069341377
4533890	45338	.709	4	-.22723552420034	.07	5	5	5	5	5	4	4	4	5	4	3	4	4.45454545454545	.165232039206762	-.145361060892841
4533891	45338	-.624	4	.623446864410196	-.14	5	5	5	5	5	5	4	4	4	4	5	3	4.63636363636364	.255033420369564	-.355619851915663
4535054	45350	.108	2	-.808676282373786	-.62	4	3	3	3	4	3	4	4	4	5	5	5	3.81818181818182	-.0319651506932938	-.434527876734547
4536175	45361	.789	2.3	-.0304036520372486	.07	5	4	4	4	4	4	4	3	3	4	4	4	3.90909090909091	-.138886778925972	.076591764898513
4536621	45366	.502	4	1.20488762258364	.28	4	3	3	3	4	4	4	3	3	5	4	5	3.63636363636364	-.877485365982845	-.0800794550676581
4536655	45366	-.208	2	-1.34754584107721	.35	5	5	5	5	5	5	5	5	5	5	5	5	5	1.24780231316762	.617823860406433
4542319	45423	-.032	1	1.1032057367108	.52	3	3	3	3	4	5	5	5	5	5	3	3	4	.00773403870134752	.649395347461475
4542378	45423	-.937	3.3	.628597756188261	-.14	5	4	4	4	4	4	4	5	4	4	4	5	4.18181818181818	-.0760401643882809	-.231278848447072
4543419	45434	1.605	4	.883633636531458	.07	5	5	5	5	5	5	5	5	5	5	5	4	5	.500406904383097	-.332449968409931
4543420	45434	1.085	3.5	.0996897340233823	-.37	5	4	4	3	4	4	3	4	4	4	3	3	3.81818181818182	-.455706981873233	-.574985869229151
4544461	45444	-1.279	2	.637652614504089	.57	5	4	3	3	3	4	5	3	4	4	4	3	3.81818181818182	-.21846742196029	.692749062024238
4544632	45446	-.499	3.5	.843018964589535	.07	5	5	5	5	5	5	5	5	5	5	5	5	5	.660034949787095	-.105519761036985
4545425	45454	.678	3.8	-.934525454879068	.3	5	5	5	3	4	4	4	3	4	4	3	3	4	-.141408054709185	.19490402150711
4550625	45506	-1.032	3.8	-1.86186181531895	-.14	3	3	4	3	3	3	3	3	3	3	3	5	3.09090909090909	-.842079803773572	-.0207787999291131
4550903	45509	.281	2.5	.128101234211169	-.17	5	4	4	4	3	4	4	5	4	4	4	3	4.09090909090909	.00220073652830922	-.174423595217337
4551333	45513	-.203	3.5	-.494000246715857	-.35	4	4	4	4	4	4	4	4	4	4	4	4	4	-.133852071618566	-.397689030118296
4551356	45513	-.366	2	-1.06995895461209	.74	5	5	3	3	3	4	4	4	5	5	4	3	4.09090909090909	.299218797832571	.988122195251995
4553177	45531	-.502	4	.753540250470827	-.14	4	4	3	3	3	3	3	3	3	3	3	3	3.18181818181818	-1.22472121597112	-.378738761348843
4554000	45540	.622	2.8	-.2939740103028	.11	5	5	5	5	4	3	5	4	3	3	4	3	4.18181818181818	.101026460945716	.0843629482124095
4554068	45540	-.271	2	-.674338682757806	-.4	3	2	3	4	3	3	3	3	3	3	3	3	3	-.858919070067656	-.20263461641868
4554074	45540	-.304	2.7	-.490805882465891	-.42	5	4	5	3	5	4	3	5	3	5	4	5	4.18181818181818	.180738108524298	-.34346778846552
4554083	45540	.233	2.3	-.246592166072298	-.83	2	4	3	3	3	3	3	3	4	4	3	5	3.18181818181818	-.812193052019733	-.759968807122773
4555509	45555	.192	3.5	-1.02612627577545	.07	5	2	4	3	4	3	4	3	3	5	3	2	3.54545454545455	-.515839826349108	.0535539771927344
4555548	45555	.687	3.5	-.660132932663912	-.14	5	5	5	5	5	5	4	4	4	5	3	3	4.54545454545455	.408051381830231	-.232236622650108
4555912	45559	.204	3.8	.828813214495641	.51	5	4	4	4	5	4	5	3	3	5	4	3	4.18181818181818	-.228565706698848	.242235862596511
4555981	45559	1.724	3.8	.781951750658613	.51	5	5	5	5	5	5	5	3	4	4	3	3	4.45454545454545	-.000211217505668155	.139793453401802
4556760	45567	.483	3.8	.944700850462379	.1	5	5	5	5	5	5	4	5	4	4	4	5	4.63636363636364	.197701955550434	-.200421996660271
4556766	45567	-.45	3.5	-1.32676214058906	-.14	4	4	4	3	3	4	4	3	4	4	4	3	3.72727272727273	-.263458557171476	-.0775173750596416
4556778	45567	-.267	2.3	-.517955903287063	.07	5	5	4	4	4	4	4	3	3	4	4	4	4	.0669644488316599	.205644688436133
4557627	45576	.341	4	.482176513256062	-.6	5	5	4	4	4	4	4	4	3	5	3	1	4.09090909090909	-.300556480649666	-.868246402169927
4557829	45578	.108	2.8	-.221564252028801	-.19	5	4	3	3	3	3	3	1	3	4	4	3	3.27272727272727	-.802207139474521	-.187290206672531
