stu_id,sch_id,sstratid,sex,race,ethnic,bys42a,bys42b,bys44a,bys44b,bys44c,bys44d,bys44e,bys44f,bys44g,bys44h,bys44i,bys44j,bys44k,bys44l,bys44m,bys48a,bys48b,bys79a,byfamsiz,famcomp,bygrads,byses,byfaminc,parocc,bytxrstd,bytxmstd,bytxsstd,bytxhstd,bypared,bytests,par_inv,f1s36a1,f1s36a2,f1s36b1,f1s36b2,f1s36c1,f1s36c2,f1s36d1,f1s36d2,f1s36e1,f1s36e2,f1s36f1,f1s36f2,f1s39a,f1s39b,f1s39c,f1s39d,f1s45a,f1s45b,f1s62a,f1s62b,f1s62c,f1s62d,f1s62e,f1s62f,f1s62g,f1s62h,f1s62i,f1s62j,f1s62k,f1s62l,f1s62m,f1s64a,f1s64b,f1s64c,f1s64d,f1s64e,f1s64f,f1s64g,f1s64h,f1s64i,f1s64j,f1s64k,f1s77,f1s78a,f1s80aa,f1s82,f1s83,ffugrad,f1cncpt1,f1cncpt2,f1locus1,f1locus2,f1txrstd,f1txmstd,f1txsstd,f1txhstd
2405214,24052,24,2,4,1,6,6,1,2,1,1,2,2,2,1,2,2,2,4,1,5,5,0,4,2,3.8,-1.208,8,20.26,35.687,35.215,51.382,44.388,1,41.668,-0.158209352, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2405265,24052,24,2,4,1,3,3,2,2,2, ,3,2,2,2,2,3,3,2,2, , ,0,9,3,4,-1.053,5,27.41,35.687,41.327,44.804,34.777,3,39.14875, ,4,1,4,0,5,0,1,0, , ,1,0,8,6,5,6,2,2,2,3,2,3,2,2,3,2,3,2,3,3,2,5,3,3,4,3,4,3,2,3,4,3,3,2,0,5,2,6.25,-0.72,-0.5,-0.9,-0.86,32.39,39.81,32.83,38.12
2405321,24053,24,2,3,0,6,6,1,4,3,1,2,4,4,1,3,4,1,4,4,5,5,2,3,2,3.5,0.231,10,66.18,48.277,40.885,38.086,44.279,3,42.88175,0.883633637,0,1, ,1, ,1, ,1, , , ,1,4,8, ,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,2,1,5.666666667,1.22,-0.29,-2.74,-1.89,33.57,38.37,42.02,35.32
2405325,24053,24,1,4,1, , ,2,3,4,3,2,3, ,3,3,3,3,3,3,5,5,3,5,1,2.3,-0.759,11,27.41,39.748,39.633,42.088,47.009,2,42.1195,-0.61184441,1,1,1,1,1,1,1,0, , ,1,0,3,4, ,4,5,6,2,3,3,2,2,3,3,2,3,2,2,3,3,3,2,3,3,3,3,3,3,3,4,3,2,1,1,2,2,3.666666667,-0.33,-0.27,0.03,0.07,44.8,37.25,40.41,35.49
2406206,24062,24,1,4,1,6,2,2,1,1,2,1,1,2,1,2,2,1,1,2,6,4, ,6,5, ,-0.86,7,61.32,39.748,33.816,33.51,36.524,2,35.8995,-0.465536583, , , , , , , , , , , , ,6,4,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.5, , , , , , , , 
2411003,24110,24,2,4,1,2,6,2,3,4,1,1,3,1,2,2, ,1,4,1,6,6,2,4,5,2.5,0.415,10,49.7,46.516,36.099,42.231,45.917,4,42.69075,0.975400037,3,2,1,1,1,1,1,2,1,1,2,1,5,5,4,3,2,2,2,3,3,2,2,3,3,2,2,2,1,4,3,5,5,5,5,5,5,5,5,5,5,4,0,1,0,1,1,4.25,-0.33,-0.27,0.03,0.32,43.8,47.9,36.66,34.13
2411097,24110,24,2,4,1,3,5,2,3,3,1,2,3,3,2,4,3,2,3,3,6,6,2,4,1,3.5,0.685,14,66.09,67.499,60.692,53.383,62.519,4,61.02325,0.975400037,1,3,1,2,1,1,1,1, , ,1,1,5,8,6,5,2,3,2,3,3,2,2,3,3,2,3,3,2,3,3,5,5,4,4,3,4,4,4,4,4,3,0,1,0,1,1,6,-0.33,-0.1,0.03,0.07,62.06,59.95,63.97,67.47
2413809,24138,24,2,4,1,1,2,1,4,4,1,1,4,4,1,2,3,2,4,4,6,6,6,4,1,4,0.608,11,70.6,65.334,64.301,71.397,60.881,5,65.47825,1.493485895,3,7,3,4,2,4,1,2,2,5,1,1,7,8,7,8,1,4,2,3,4,1,1,3,3,2,2,2,2,3,3,5,5,5,5,5,5,5,5,5,5,5,0,2,0,2,1,7.5,0.47,0,0.5,0.3,64.48,65.75,63.54,63.71
2413899,24138,24,1,3,0, , ,1,4,4,1,1,1,3,2,1,1,1,4,4, , ,1,5,5,2.1,-0.947,3,7.32,54.775,44.566,48.951,54.764,3,50.764, , , , , , , , , , , , , ,7,8,6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.25, , , , , , , , 
2416336,24163,24,2,4,1,5,6,1,3,3,1,1,3,2,1,2,3,3,1,2, , ,1,4,1,3,-1.329, ,20.26,39.883,50.236,57.959,52.907,1,50.24625, ,1,4,1,2,1,1,1,1, , ,1,2,7,7,8,6,5,6,3,3,2,2,2,3,3,2,2,2,2,3,3,5,4,4,4,4,4,4,3,3,3,3,0,1,0,5,2,7,-0.73,-0.68,-0.45,-0.17,44.28,46.1,51.81,43.15
2417404,24174,24,1,3,0,1,6,2,3,3,2,2,3,2,2,2,2,2,3,3,4,4,2,6,5,1.5,-0.142,7,56.33,44.35,45.524,60.532,62.519,3,53.23125,0.07466182, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47.25,41.36,44.48,45.36
2417432,24174,24,1,3,0,6,6,1,3,2,2,2,3,3,1,3,3,2,3,2,5,4,1,5,2,3.3,-0.372,9,56.33,48.277,36.246,39.801,52.143,3,44.11675,0.282315856,3,1,1,1,1,1,1,1,1,1,0, ,5,5,6,7,4,6,1,4,3,1,1,4,4,1,2,4,1,4,3,5,4,4,4,4,4,4,4,4,3,3,0,2,0,3,2,5.75,1.22,0.96,0.94,0.99,47.55,36.19,41.22,45.52
2417450,24174,24,1,4,1,6,3,1,3,4,1,1,3,2,1,4,4,1,4,1,1,1,0,4,1,2.4,-0.543,11,56.33,27.294,37.351,36.084,36.634,1,34.34075,-2.032095544,3,2,1,1,1,1,1,1, , ,1,1,3,1, ,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , ,2.666666667,1.22,-0.29,-2.74,-1.89,39.55,46.83,47.69,35.96
2421670,24216,24,1,4,1,2,3,1,4,4,2,1,4,3,1,2,2,2,4,3,4,4,3,5,2,3.8,0.238,10,66.09,50.442,47.733,55.814,55.528,3,52.37925,-0.44909531,5,2,3,2,3,1,3,1, , ,0,0,4,5, ,6,2,1,2,3,3,2,2,2,3,2,2,2,2,3,3,4,3,4,4,5,4,4,4,3,4,3,4,3,3,6,3,5,-0.33,-0.45,-0.43,-0.16,48.8,50.17,48.41,45.53
2424048,24240,24,2,4,1,3,5,2,3,3,2,2,3,3,3,2,2,3,3,2,6,6,1,4,1,3.3,-0.139,10,58.01,56.805,57.158,51.238,44.388,3,52.39725,-0.592487768,0,2,0,1,0,1,0,1, , ,0,1,6,6, ,6,2,4,2,3,3,2,2,3,3,3,2,2,2,3,3,4,4,3,3,3,3,3,3,3,4,3,0,1,0,1,2,6,-0.69,-0.66,0.03,0.07,54.19,52.15,54.58,48.05
2426967,24269,24,2,4,1,3,4,2,4,4,2,2,4,4,2,4,4,2,4,3,6,5,2,4,1,2,-0.066,10,58.01,61.136,61.944,58.101,59.898,3,60.26975,0.534709249,1,1,1,1,1,1,0,1,1,2,0,0,6,2,4,4,3,2,2,3,3,2,2,3,3,2,3,3,2,3,2,5,3,4,4,3,3,5,3,3,5,4,0,3,3,5,3,4,-0.33,-0.1,0.03,-0.14,59.93,55.18,53.61,50.81
2426971,24269,24,1,4,1,2,3,2,3,3,2,2,3,4,2,3,4,1,3,3, ,4,1,4,5,3.3,-1.482, ,15.57,50.171,42.211,49.094,64.266,1,51.4355,-2.009024157,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,4,1,3,2,3,3,2,2,3,3,2,3,3,2,3,3,5,3,3,3,3,3,3,3,3,3,3,0,0,0,5,2,3.5,-0.33,-0.1,0.03,0.07,56.24,55.49,56.43,65.29
2431582,24315,24,1,4,1, , ,3,2,4,2,3,2,3,3,2,2,2,2,3,6,6,4,5,1,2.5,-0.57,6,61.32,54.909,54.802,58.53,54.217,2,55.6145,0.269537165,5,1,1,0,1,1,1,1, , ,2,2,4,4, ,7,4,2,2,2,3,2,1,3,3,3,2,2,2,2,3,5,3,4,5,4,4,4,4,4,4,4,0,3,3,1,2,5,-0.28,-0.61,0.03,-0.14,60.41,54.98,66.28,50.77
2432760,24327,24,1,4,1,3,6,2,3,3,2,2,3,3,2,2,2,2,4,3,5,5,1,5,2,2.5,-0.862,7,61.32,52.744,38.529,49.094,49.521,1,47.472,-0.36936039,3,1,2,2,2,0,2,2,2,2,2,2,3,3,3,4,2,4,2,3,3,2,2,2,3,3,2,2,3,3,2,4,2,3,3,3,3,3,3,3,3,3,0,3,0,5,3,3.25,-0.69,-0.66,-0.43,-0.62,43.91,33.91,47.52,40.78
2437176,24371,24,2,4,1,4,5,1,4,4,1,1,4,4,1,3,4,2,4,4,5,5,2,5,1,4,1.326,12,70.6,63.167,62.165,57.816,60.77,5,60.9795,0.650596885,2,4,1,3,1,1,1,1,1,2,1,1,7,8,8,7,3,5,1,4,4,1,1,3,4,1,4,4,2,4,4,5,5,5,5,5,5,5,5,5,5,5,0,2,0,1,1,7.5,1.22,1.33,0.96,0.95,60.57,63.31,58.46,57.09
2437606,24376,24,1,4,1, , ,1,3,1,1,1,3,3,2,3,4,2,4,2,4,4,2,3,5,2.3,-0.749,7,58.01,33.791,37.277,33.51,35.651,3,35.05725,-1.418528541,2,0,2,1,3,2,2,0, , ,0,1,5,6,8,7,4,0,2,3,1,3,2,3,1,3,2,3,1,3,1,5,4,3,2,4,3,4,2,4,5,3,0,1,0,6,3,6.5,-1.08,-0.71,-1.83,-1.02,33.4,36.2,41.53,37.89
2437696,24376,24,2,4,1,4,5,2,3,3,2,2,3,3,2,3,3,2,3,3,5,5,2,3,1,3,-0.228,11,56.33,43.944,46.923,47.664,56.511,2,48.7605,-0.481751024,1,2,1,1,1,0,0,0,1,2,1,1,5,8,4,6,1,3,2,3,3,2,2,3,3,2,3,3,2,3,3,5,4,4,4,5,4,4,4,5,5,4,0,2,0,1,2,5.75,-0.33,-0.1,0.03,0.07,67.81,51.34,46.01,47.02
2442068,24420,24,2,3,0,5,6,1,4,4,1,1,3,3,1,4,1,3,4,4,5,5,2,5,2,2.3,-0.385,10,61.32,38.124,42.357,45.233,42.968,2,42.1705,-0.378807659,1,3,1,0,0,1,1,1,0,2,0,1,7,8,6,5,3,4,1,3,1,1,2,3,3,1,3,3,3,3,2,5,3,4,2,3,4,4,5,4,5,4,0,1,0,5,2,6.5,0.81,0.55,-0.92,-0.87,35.01,32.4,32.83,28.94
2445900,24459,24,1,4,1,3,6,1,3,3,2,2,3,4,1,3,4,1,4,3,6,6,1,4,1,3,-0.477,11,20.26,48.14,44.42,51.525,40.894,3,46.24475,0.654146051,2,2,1,1, , ,0,0,1,1,1,1,5,5,2,4,5,4,2,3,3,2,2,3,3,1,3,2,2,2,3,5,5,5,5,5,5,5,3,4,3, ,0,1,0,6,2,4,0.03,-0.25,0.03,0.07,48.04,45.69,50.24,39.62
2445916,24459,24,1,4,1,4,6,1,4,4,1,1,4,4,1,3,3,1,3,3,5,5,1,6,1,3,-1.178,8,20.26,48.277,39.633,41.946,53.89,1,45.9365,0.168715906,3,1,1,1,1,1,1,0,1,1,2,1,2,8,4,4,0,0,2,4,3,2,1,3,3,2,4,4,1,4,4,4,3,4,4,3,4,5,5,5,4,3,0,3,1,6,2,4.5,0.07,0.67,0.03,0.74,52.35,44.18,49.52,55.68
2445925,24459,24,1,4,1,3,5,2,3,2,2,2,2,2,3,2,2,2,3,2, , ,1,6,1,2,-1.251, ,20.26,43.944,35.068,39.801,42.532,2,40.33625, ,3,1,1,0,1,0,1,0,1,1,1,0,7,8,1,6,3,4,2,2,3,1,2,3,3,2,3,3,2,3,2,4,2,3,3,3,3,3,2,2,4,3,3, ,1,6,3,5.5,0.06,0.12,0.03,-0.35,38.1,57.47,52.42,45.7
2447444,24474,24,1,4,1,2,4,2,3,3,2,2,2,3,2,3,4,2,3,3, , ,1,4,1,3,-0.632,10,27.41,46.246,45.966,60.103,53.781,2,51.524, ,1,1,1,1, , ,1,1,1,2,1,1,2,5,8, ,2,3,2,4,3,2,2,2,2,2,3,3,2,2,3,5,4,4,4,5,5,4,3,4,5,4,0,1,0,3,2,5,-0.33,-0.29,-0.88,-0.18,54.9,41.82,53.57,60.26
2454382,24543,24,1,3,0,3,5,1,4,3,2,1,3,4,1,3,4,2,3,2,4,6,1,4,5,3.5,-0.956,5,20.26,37.987,41.253,46.807,46.136,3,43.04575,-0.517955903,0,0,0,2, , ,1,1, , ,0,2,7,8,5,6,1,2,1,4,3,2,1,2,1,2, ,3,2,4,3,5,3,3,2,3,4,5,3,4,2,3,0,1,0,2,2,6.5,0.47,0.55,-1.34,-0.4,41.47,39,45.46,46.39
2457128,24571,24,1,4,1,2,2,2,2,2,2,2,3,3,2,2,2,3,3,2,6,6,1,4,3,2.8,1.251, ,81.87,59.105,56.053,62.819,62.519,6,60.124,0.843018965,3,2,2,1,2,1,2,1,1,0,0,0,3,3,3,3,3,5,2,3,2,2,2,2,2,2,4,3,3,3,2, , , , , , , , , , , ,4,3,1,5,2,3,-0.33,0.08,-1.36,-1.08,53.84,55.48,60.57,50.16
2457129,24571,24,1,3,0,5, ,1,3,3,2,2,3,3,2,4, ,2,4,2,2,2,1,5,1,2.5,-0.291,10,58.01,45.298,37.056,48.236,29.643,3,40.05825,-0.729900204,1,1,1,2,1,2,1,2,1,2,3,3,5,5,4,5,3,6,1,2,1,1,2, , , , , , , , ,5,5,5,5,5,5,5,5,5,5,5, , , ,1,3,4.75,0.65,0.65,-3.09,-2.16,38.55,36.61,41.17,38.88
2458938,24589,24,1,4,1,3,4,2,2,3,2,2,3,3,2,3,3,3,3,4, , ,1,3, ,2.1,0.233,10,56.33,40.018,51.268,49.094,45.262,3,46.4105, ,2,2,3,1,2,0,0,0,3,1,1,1,4,4,4,4,4,4,2,3,3,2,2,2,2,2,3,3,2,3,3,5,4,3,2,3,3,3,2,3,4,4,0,2,2,3,2,4,-0.33,-0.1,-0.88,-0.39,37.68,46.3,54.59,44.42
2458951,24589,24,1,4,1,6,6,3,3,2,3,3,2,2,3,2,2,4,2,2,3,3,1,5,1,2.3,-1.067,7,7.32,46.11,56.053,39.944,52.251,3,48.5895,-1.513678527,1,1,1,1,1,1,1,1,1,2, , ,4,4, ,6,6,6,2,4,4,1,2,2,3,2,2,2,3,3,4,5,3,5,5,5,5,5,5,5,5,5,0,1,0,1,2,4.666666667,0.06,-0.23,0.05,0.24,39.17,40.39,39.76,34.79
2460055,24600,24,2,3,0,6,6,3,3, , , , , , , , , , , , , , ,4,1,1.8,-0.415,8,49.7, , , , ,3, , ,1,1,1,1,0,0,0,0,1,1,0,0,5,8,5,4,0,0,3,2,3,1,1,3,2,2,1,1,3,2,4,5,5,5,5,5,5,5,5,5,5,5, , , , , ,5.5,0.07,-0.76,-0.43,-0.42,33.45,36.72,32.83,32.98
2468005,24680,24,1,4,1,6,6,2,2,3,1,1,1,2,1,4,4,2,4,2, ,5,1,5,1,3.5,-0.956,10,27.41,56.128,61.871,62.534,62.519,1,60.763,-0.290590424,1,0,1,0,1,1,1,0, , ,1,0,1,1,8,5,6,6,3,2,2,2,2,3,3,2,4,3,2,2,1,5,3,3,4,4,3,3,4,3,2,3,0,1,0,6,3,3.75,-0.73,-0.33,-0.45,-0.79,63.19,57.98,68.2,62.36
2468038,24680,24,2,4,1,3,6,3,1,2,3,2,2,3,3,2,2,3,3,1,6,6,1,4,2,2.8,-0.733,11,20.26,44.079,45.45,53.383,45.371,2,47.07075,-0.910358168,2,1,1,1,1,1,1,1, , ,0,0,3,7,7,5,3,3,3,3,4,3,2,3,4,3,2,2,1,3,2,5,5,4,5,4,3,2,5,4,5,4,0,1,0,2,3,5.5,-1.48,-1.11,0.96,0.58,54.38,44.33,47.96,57.88
2468075,24680,24,1,4,1,3,1,2,4,3,2,2,3,3,2,2,2,2,3,3,5,5, ,5,3,2,-1.282,8,20.26,36.228,49.721,51.954,42.75,1,45.16325,-0.999836882, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2477259,24772,24,2,4,1,3,6,2,3,4,2,2,2,3,2,2, ,3,4,3,6,6,4,4,1,3.3,-0.627,4,25,52.744,54.802,47.378,51.269,3,51.54825,0.969728765,3,2,1,1,1,1,1,0,1,1,1,1,3,7,3,4,4,5,2,2,3,2,2,3,3,2,2,2,2,3,3,5,5,4,4,4,4,5,3,4,5,4,0,1,0,4,2,4.25,-0.33,-0.45,0.03,-0.14,56.69,51.55,48,45.58
2480154,24801,24,2,4,1,5,3,2,3,3,3,2,2,3,2,2,2,2,2,2, , ,1,4,1,3.3,-0.185,10,66.18, , , , ,3, , ,1,1,1,1,1,2,0,1, , ,1,1,8,1,4,6,4,2,3,4,4,2,2,2,3,3,2,3,2,2,2,3,2,3,4,4,4,4,4,4,5,5,0,2,0,1, ,4.75,-1.08,-0.9,0.05,0.08,43.35,34.08,37.28,38.23
2480185,24801,24,1,4,1,6,5,1,4,4,1,2,3,4,1,4,4,2,4,3,2,2,1,6,1,4,-0.722,8,27.41, , , , ,2, ,-1.024004169,1,1,1,1,1,1,1,0,1,1,2,1,7,6,7,3,5,6,2,3,3,2,2,3,3,2,3,3,2,2,3, , , , , , , , , , , ,0,1,0, ,1,5.75,-0.33,-0.29,0.03,0.07,55.79,46.48,50.89,61.17
2480587,24805,24,1,3,0, , ,1,3,4,2,1,3,3,2,3,4,1,4,3,5,5,3,4,1,2.8,1.68,13,66.18,45.84,48.469,49.238,59.898,6,50.86125,1.204887623,3,4,1,1,1,2,1,2,2,3,1,3,6,8,6,4,5, ,1,3,3,2,2,3,3,1,3,2,2,3,3,5,5,5,5,4,5,4,1,4,5,3,1,3,1,3,2,6,0.42,0.16,0.03,0.07,50.33,53.53,37.59,56.55
2482037,24820,24,1,3,0,3,6,2,3,4,2,2,2,3,2,2,3,2,3,3,5,5,5,4,2,2.8,-0.234,10,27.41, ,44.641,51.382,48.757,3,48.26,-0.351657638,4,5,3,4,3,4,3,4,3,4,3,4,7,6,7,6,2,4,2,3,3,1,1,3,3,3,1,3,1,4,3,4,1,4,4,4,4,4,4,4,4,4,0,1,0,2,2,6.5,0.11,-0.03,0.03,0.32,45.46,48.56,56.26,52.58
2482063,24820,24,1,3,0, , ,2,3,3,2,1,1,3,1,3,4,1,4,4,5,5,5,5,1,2.5,-1.207,8,20.26,44.216,40.885,37.513,43.624,1,41.5595,0.684514078,3,1,1,1,1,1,1,1,1,1,1,1,5,7,4,6, , ,2,2,2,2,1,1,3,2,4,4,2,3,3,5,2,4,4,5,5,4,3,4,4,4,0,1,0,1,2,5.5,0.07,0.48,-1.36,-0.84,37.07,46.96,41.13,36.48
2482070,24820,24,2,3,0,5,6,2,2,3,1,2,3,2,2,2,2,3,2,3, ,6,1,4,5,3.3,-1.206,3,20.26,61.136,52.151,44.52,52.143,3,52.4875,-0.05967578,1,1,1,1,0,0,1,1, , ,0,0,7,7,5,8,4,5,2,3,3,2,2,3,2,2,2,3,3,3,3,5,3,4,4,3,3,3,3,3,3,4,0,2,0,6,2,6.75,-0.33,-0.28,-0.43,-0.41,58.77,53.12,56.04,44.15
2485857,24858,24,1,4,1,3,4,2,3,3,2,2,3,4,2,3,3, ,3,2,5,5,2,6,1,3,0.905,11,70.6,48.683,50.31,51.096,66.013,4,54.0255,-0.290590424,4,4,2,3,2,3,2,3, , ,2,3,4,5,1,6,3,3,2,3,3,2,1,3,3,2,3,3,2,3,2,5,5,5,5,5,5,5,5,5,5,4,0,0,0,1,2,4,0.07,0.13,0.03,-0.14,42.87,53.51,52.63,39.39
2497052,24970,24,1,4,1,4,6,2,4,3,2,1,3,3,2,3,3,2,4,3,5,5,2,4,1,3.5,-0.236,7,32.45,56.805,67.835,64.679,62.519,3,62.9595,0.099689734,1,3,2,0,1,0,1,0,2,1,1,0,8,6,8,7,2,5,2,3,3,2,2,3,3,2,3,3,2,3,3,4,3,4,4,4,4,3,4,3,4,4,0,1,0,1,2,7.25,-0.33,-0.1,0.03,0.07,59.65,57.46,61.77,61.11
2499180,24991,24,1,4,1,5,2,1,4,4,1,1,4,4,1,4,4,1,4,4,6,6,3,3,5,4,-1.131,4,15.57,56.805,60.692,44.52,57.385,3,54.8505,0.778568165,3,3,2,1,1,1,1,2,1,2,1,2,7,7,7,7,4,6,1,4,4,1,1,2,3,1,2,4,2,4,4,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,1,7,1.22,0.96,0.05,0.49,54.43,60.56,49.58,45.9
2500842,25008,25,1,2,0,6,5,1,3,3,2,2,3,3,2,3,4,2,4,3,5,5,1,5,1,3.5,0.235,11,66.18,61.001,57.158,62.534,47.009,2,56.9255,0.75354025,1,2,1,1,1,2,0,1,0,1,0,0,8,6,6,7,3,5,1,4,3,1,2,3,4,1,3,3,2,4,3,5,5,5,5,5,5,5,5,4,4,5,0,1,0,6,3,6.75,0.81,0.74,0.48,0.51,64.48,61.68,66.1,60.35
2501626,25016,25,2,4,1,3,5,2,3,3,2,2,2,3,2,2,2,2,3,3,6,6,1,5,2,2.5,-0.142,11,32.45,56.805,61.061,53.383,57.385,3,57.1585,1.07267213,3,2,1,1,1,1,1,1, , ,2,1,5,6,7,7,2,2,1,3,3,1,2,3,3,2,3,4,1,4,3,5,5,4,4,4,4,5,4,4,5,5,0,2,1,3,3,6.25,0.45,0.71,0.03,0.32,56.57,57.52,49.76,49.64
2501809,25018,25,1,2,0, , ,1,4,3,2,1,2,4,3,2,4,2,2,1,5,6,5,5,1,2,-1.764,3,7.32,33.791,35.068,35.797,26.149,1,32.70125,-0.331780616,0,1, , , , , , , , , , , , , , ,1,6,2,2,2,3,3,3,2,3,2,2,3,2,2,4,2,4,4,4,4,4,4,4,4,4,0,2,0,5,2, ,-1.49,-1.3,-0.9,-1.07, , , , 
2506403,25064,25,2,4,1,1,6,1,4,4,1,2,2,3,1,2,3,2,4,2,6,5,2,3,1,3,1.304,12,70.6,56.94,45.597,53.24,48.757,5,51.1335,0.767746001,1,2,0,1,1,1,1,1,0,1,1,1,5,7,7,7,1,4,1,4,4,1,1,4,4,1,4,4,1,4,4,5,5,5,5,5,5,5,4,5,3,1,0,0,0,1,1,6.5,1.22,1.33,1.41,1.43,56.94,51.01,48.29,53.43
2506407,25064,25,1,4,1,2,3,2,3,3,2,2,3,3,2,3,3,2,3,3, ,5,1,2,5,3.5,0.812,11,66.18,63.438,64.227,71.397,62.736,4,65.4495,0.35957856,2,2,1,2,0,0,0,1,0,1,0,2,6,7,7,7,0,3,3,2,2,2,1,2,2,3,2,2,3,2,2,5,5,5,5,5,4,4,4,4,4,5,0,1,0,3,3,6.75,-0.68,-0.84,-1.36,-1.3,65.29,65.44,65.16,61.35
2507135,25071,25,2,5,0,3,1,1,4,4,2,1,4,4,1,2,3,1,4,1,6,6,3,4,1,2.8,-0.183,11,20.26,52.744,38.75,53.527,50.504,4,48.88125,0.269537165,3,3,3,1,3,1,3,1,3,1,3,0,3,6,8,7,2, ,1,3,4,1,1,2,3,3,2,2,2,4,3,4,4,4,3,4,4,3,3,3,3,3,0,1,0,2,1,6,0.5,0.21,0.05,0.08,50.11,36.64,43.48,41.25
2507605,25076,25,2,2,0, , ,2,3,3,3,2,3,4,2,2,3,2,2,1, ,5,1,5,1,2.3,-1.343,3,15.57,37.987,44.345,33.368,37.835,3,38.38375,-1.626537378, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-0.74,-0.52,-0.43,-0.83,35.58,41.57,36.58,34.3
2507663,25076,25,1,2,0,6,6,2,3,4,1,1,2,2,2,2,2,2,2,2,5,5,0,9,1,3,-1.575, ,7.32,33.52,36.025,40.23,32.702,1,35.61925,-0.487422296,7,3,2,1,1,3,2,3,1,3,2,3,6,7,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.75, , , , ,34.76,37.52,41.52,30.79
2508812,25088,25,2,4,1,2,3,2,4,4,2,1,4,4,1,4,4,2,4,4,5,5,3,4,1,4,0.788,12,66.18,67.499,66.583,64.821,62.628,5,65.38275,0.650596885,2,3,1,2,1,2,1,2,1,2,1,2,7,8,8,6,3,4,1,4,4,1,1,4,4,1,4,4,2,4,3,5,5,5,5,4,4,4,4,4,5,3,0,0,0,3,2,7.25,1.22,1.33,1.41,0.97,65.67,63.15,60.78,64.17
2508818,25088,25,2,4,1, , ,3,2,3,2,2,2,3,3,1,1,2,2,2,4,4,1,5,1,2.8,-0.008,10,81.87,54.775,48.101,42.517,46.136,2,47.88225,-1.364228499,7,5,3,2,1,2,3,3, , ,3,2,8,8, ,8,2,5,2,2,3,3,3,1,1,2,2,2,3,3,3,5,4,3,4,2,4,3,1,3,5,1,2,2,1,1,2,8,-1.13,-0.91,-1.79,-1.31,58.88,50.29,50.24,47.54
2510192,25101,25,2,4,1,5,5,2,2,3,2,1,3,3,2,1,1,3,4,2,6,6,4,5,5,3.3,0.438,10,66.09,63.167,65.405,57.959,60.77,3,61.82525,0.122429962,3,3,3,2,3,2,3,4, , ,3,0,8,8,3,7,4,6,1,1,2,1,1,2,2,1,2,3,3,4,1,5,3,3,3,5,3,4,5,2,4,3,0,3,1,6,3,6.5,1.22,0.79,-1.36,-1.71,48.86,65.7,67.59,65.32
2510543,25105,25,1,4,1,4,6,2,3,3,2,2,3,3,2,3,3,2,3,2, , ,1,3,5,4,-0.678,5,56.33,52.744,53.844,53.383,60.77,2,55.18525, ,2,1,1,1,1,0,1,0,1,0,0,0,8,7,7,5,3,5,2,3,3,2,2,3,3,2,3,3,2,3,2,5,3,3,4,4,4,4,4,4,4,4,0,1,0,1,1,6.75,-0.33,-0.1,0.03,-0.14,55.44,56.36,47.88,55.82
2510572,25105,25,2,4,1,5,6,2,4,4,1,1,4,3,1,3,3,1,4,4, , ,3,6,2,2.5,-0.661,7,66.18,54.638,37.645,51.238,57.385,2,50.2265, ,1,1,1,2,1,0,1,1,1,1,1,1,5,4,5,4,1,0,2,2,3,1,1,3,2,2,2,3,3,3,3,5,3,3,4,4,4,5,3,5,5,5,0,1,0,6,3,4.5,0.47,0.17,-0.43,-0.63,34.61,38.8,38.87,44.94
2510755,25107,25,2,4,1, , ,2,1,4,1,1,3,3,1,1,3,1,4,4,6,6,2,6,3,4,0.03,10,56.33,50.442,55.023,46.52,57.276,3,52.31525,0.06703402,6,5,3,4,3,3,3,3,3,3,3,3,6,8,8,7,2,3,2,3,4,1,2,3,2,2,1,1,2,4,4,5,5,5,5,5,5,5,5,5,5,5,0,1,0,2,2,7.25,0.06,-0.39,0.05,0.28,55.69,58.61,57.19,62.71
2514241,25142,25,1,2,0,1, ,2,3,2,2,2,2,3,2,3,3,2,3,2,2,2,2,4,1,2.8,-1.541,6,7.32,35.687,38.455,42.517,26.913,1,35.893,-1.314724548,0,1,0,1,0,1,0,1,0,1,0,0,7,6,5,5,1,0,1,4,4,1,1,3,3,2,3,3,1,4,1,5,3,4,5,5,5,5,5,5,5,4,0,2,0,1,2,5.75,0.86,0.77,0.5,0.36,39.64,45.27,41.38,40.75
